CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,FullName
11052,MRS.,HEIDI,LOPEZ,1951-08-07,S,F,heidi19@adventure-works.com,40000.0,2,Partial College,Clerical,N,HEIDI LOPEZ
11053,MS.,ANA,PRICE,1980-08-20,M,F,ana0@adventure-works.com,60000.0,0,Partial College,Skilled Manual,N,ANA PRICE
11054,MRS.,DEANNA,MUNOZ,1952-03-10,M,F,deanna33@adventure-works.com,40000.0,2,Partial College,Skilled Manual,Y,DEANNA MUNOZ
11055,MR.,GILBERT,RAJE,1952-03-05,M,M,gilbert35@adventure-works.com,40000.0,2,Partial College,Skilled Manual,Y,GILBERT RAJE
11056,MRS.,MICHELE,NATH,1953-04-03,M,F,michele19@adventure-works.com,40000.0,3,Partial College,Skilled Manual,Y,MICHELE NATH
11057,MR.,CARL,ANDERSEN,1953-10-12,M,M,carl12@adventure-works.com,70000.0,2,Graduate Degree,Management,Y,CARL ANDERSEN
11058,MR.,MARC,DIAZ,1954-04-27,M,M,marc6@adventure-works.com,80000.0,2,Partial College,Skilled Manual,Y,MARC DIAZ
11059,MRS.,ASHLEE,ANDERSEN,1954-04-01,S,F,ashlee19@adventure-works.com,80000.0,2,Partial College,Skilled Manual,Y,ASHLEE ANDERSEN
11060,MR.,JON,ZHOU,1954-03-17,M,M,jon28@adventure-works.com,80000.0,2,Partial College,Skilled Manual,Y,JON ZHOU
11061,MR.,TODD,GAO,1954-02-27,M,M,todd14@adventure-works.com,80000.0,2,Partial College,Skilled Manual,Y,TODD GAO
11062,MR.,NOAH,POWELL,1975-09-02,M,M,noah5@adventure-works.com,40000.0,0,High School,Skilled Manual,Y,NOAH POWELL
11063,MS.,ANGELA,MURPHY,1975-04-07,S,F,angela41@adventure-works.com,40000.0,0,High School,Skilled Manual,Y,ANGELA MURPHY
11064,MR.,CHASE,REED,1975-12-07,M,M,chase21@adventure-works.com,40000.0,0,High School,Skilled Manual,Y,CHASE REED
11065,MS.,JESSICA,HENDERSON,1973-10-09,M,F,jessica29@adventure-works.com,60000.0,0,Partial College,Skilled Manual,N,JESSICA HENDERSON
11066,MS.,GRACE,BUTLER,1973-11-27,M,F,grace62@adventure-works.com,70000.0,0,Partial College,Professional,Y,GRACE BUTLER
11067,MR.,CALEB,CARTER,1976-09-25,S,M,caleb40@adventure-works.com,60000.0,0,Partial College,Professional,Y,CALEB CARTER
11068,MRS.,TIFFANY,LIANG,1955-09-23,S,F,tiffany17@adventure-works.com,80000.0,2,High School,Skilled Manual,Y,TIFFANY LIANG
11069,MRS.,CAROLYN,NAVARRO,1955-09-21,S,F,carolyn30@adventure-works.com,80000.0,2,High School,Skilled Manual,N,CAROLYN NAVARRO
11070,MR.,WILLIE,RAJI,1955-04-05,M,M,willie40@adventure-works.com,80000.0,2,High School,Skilled Manual,Y,WILLIE RAJI
11071,MRS.,LINDA,SERRANO,1955-06-26,S,F,linda31@adventure-works.com,80000.0,2,High School,Skilled Manual,Y,LINDA SERRANO
11072,MRS.,CASEY,LUO,1955-02-06,S,F,casey6@adventure-works.com,80000.0,2,High School,Skilled Manual,N,CASEY LUO
11073,MRS.,AMY,YE,1956-08-14,S,F,amy16@adventure-works.com,70000.0,2,High School,Skilled Manual,Y,AMY YE
11074,MR.,LEVI,ARUN,1956-08-28,S,M,levi6@adventure-works.com,70000.0,2,High School,Skilled Manual,Y,LEVI ARUN
11075,MRS.,FELICIA,JIMENEZ,1957-11-16,S,F,felicia4@adventure-works.com,80000.0,2,High School,Professional,Y,FELICIA JIMENEZ
11076,MR.,BLAKE,ANDERSON,1957-07-13,S,M,blake9@adventure-works.com,80000.0,2,High School,Professional,Y,BLAKE ANDERSON
11077,MRS.,LEAH,YE,1957-09-19,S,F,leah7@adventure-works.com,80000.0,2,High School,Professional,N,LEAH YE
11078,MS.,GINA,MARTIN,1974-01-10,S,F,gina1@adventure-works.com,40000.0,0,High School,Professional,N,GINA MARTIN
11079,MR.,DONALD,GONZALEZ,1959-03-11,S,M,donald20@adventure-works.com,160000.0,0,Graduate Degree,Management,Y,DONALD GONZALEZ
11080,MR.,DAMIEN,CHANDER,1959-07-17,M,M,damien32@adventure-works.com,170000.0,0,Graduate Degree,Management,Y,DAMIEN CHANDER
11081,MRS.,SAVANNAH,BAKER,1966-07-24,M,F,savannah39@adventure-works.com,120000.0,2,Bachelors,Management,Y,SAVANNAH BAKER
11082,Unknown,ANGELA,BUTLER,1966-08-04,S,Unknown,angela17@adventure-works.com,130000.0,0,Graduate Degree,Management,N,ANGELA BUTLER
11083,MS.,ALYSSA,COX,1966-03-15,M,F,alyssa37@adventure-works.com,130000.0,0,Graduate Degree,Management,Y,ALYSSA COX
11084,MR.,LUCAS,PHILLIPS,1957-09-12,S,M,lucas7@adventure-works.com,80000.0,2,Partial High School,Skilled Manual,N,LUCAS PHILLIPS
11085,MRS.,EMILY,JOHNSON,1957-07-19,S,F,emily1@adventure-works.com,60000.0,2,High School,Professional,N,EMILY JOHNSON
11086,MR.,RYAN,BROWN,1957-12-23,M,M,ryan43@adventure-works.com,70000.0,2,Partial College,Professional,Y,RYAN BROWN
11087,MRS.,TAMARA,LIANG,1957-10-03,M,F,tamara6@adventure-works.com,70000.0,3,Partial College,Professional,N,TAMARA LIANG
11089,MRS.,ABIGAIL,PRICE,1957-02-05,S,F,abigail25@adventure-works.com,80000.0,2,Bachelors,Management,Y,ABIGAIL PRICE
11090,MR.,TREVOR,BRYANT,1957-12-17,S,M,trevor18@adventure-works.com,90000.0,2,Partial College,Professional,Y,TREVOR BRYANT
11091,MR.,DALTON,PEREZ,1957-04-04,M,M,dalton37@adventure-works.com,90000.0,2,Partial College,Professional,Y,DALTON PEREZ
11092,MRS.,CHERYL,DIAZ,1967-05-06,M,F,cheryl4@adventure-works.com,90000.0,2,Bachelors,Professional,Y,CHERYL DIAZ
11093,MS.,AIMEE,HE,1967-09-10,M,F,aimee13@adventure-works.com,100000.0,0,Graduate Degree,Management,Y,AIMEE HE
11094,MR.,CEDRIC,MA,1962-04-01,S,M,cedric15@adventure-works.com,70000.0,1,Partial College,Skilled Manual,N,CEDRIC MA
11095,MR.,CHAD,KUMAR,1962-09-01,S,M,chad9@adventure-works.com,70000.0,1,Partial College,Skilled Manual,Y,CHAD KUMAR
11096,MR.,ANDRÉS,ANAND,1962-08-10,M,M,andrés18@adventure-works.com,60000.0,1,Bachelors,Professional,Y,ANDRÉS ANAND
11097,MR.,EDWIN,NARA,1961-10-27,M,M,edwin39@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Y,EDWIN NARA
11098,MRS.,MALLORY,RUBIO,1961-05-01,S,F,mallory7@adventure-works.com,60000.0,1,Partial College,Skilled Manual,N,MALLORY RUBIO
11099,MR.,ADAM,ROSS,1961-03-08,M,M,adam2@adventure-works.com,60000.0,1,Bachelors,Professional,Y,ADAM ROSS
11100,MRS.,LATASHA,NAVARRO,1960-09-15,S,F,latasha10@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Y,LATASHA NAVARRO
11101,MS.,ABBY,SAI,1965-05-08,S,F,abby4@adventure-works.com,70000.0,0,Bachelors,Professional,N,ABBY SAI
11102,MRS.,JULIA,NELSON,1965-04-21,S,F,julia7@adventure-works.com,80000.0,5,Bachelors,Professional,Y,JULIA NELSON
11103,MS.,CASSIE,CHANDE,1964-10-17,S,F,cassie13@adventure-works.com,70000.0,0,Bachelors,Professional,Y,CASSIE CHANDE
11104,MR.,EDGAR,SARA,1964-03-11,M,M,edgar11@adventure-works.com,70000.0,0,Bachelors,Professional,N,EDGAR SARA
11105,MS.,CANDACE,FERNANDEZ,1964-12-28,S,F,candace15@adventure-works.com,70000.0,0,Bachelors,Professional,N,CANDACE FERNANDEZ
11106,MR.,JESSIE,LIU,1964-09-11,S,M,jessie9@adventure-works.com,70000.0,0,Bachelors,Professional,N,JESSIE LIU
11107,MRS.,BIANCA,LIN,1959-09-09,M,F,bianca7@adventure-works.com,90000.0,1,Bachelors,Professional,Y,BIANCA LIN
11108,MS.,KARI,ALVAREZ,1963-07-14,S,F,kari25@adventure-works.com,70000.0,0,Bachelors,Professional,N,KARI ALVAREZ
11109,MR.,RUBEN,KAPOOR,1963-11-05,S,M,ruben1@adventure-works.com,70000.0,0,Bachelors,Professional,N,RUBEN KAPOOR
11110,MR.,CURTIS,YANG,1962-06-06,M,M,curtis5@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Y,CURTIS YANG
11111,MRS.,MEREDITH,GUTIERREZ,1962-02-23,M,F,meredith34@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Y,MEREDITH GUTIERREZ
11112,MRS.,CRYSTAL,WANG,1962-09-09,M,F,crystal3@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Y,CRYSTAL WANG
11113,MR.,MICHEAL,BLANCO,1962-02-21,M,M,micheal11@adventure-works.com,70000.0,5,Bachelors,Professional,Y,MICHEAL BLANCO
11114,MRS.,LESLIE,MORENO,1962-05-28,S,F,leslie7@adventure-works.com,70000.0,5,Partial College,Skilled Manual,Y,LESLIE MORENO
11115,MR.,ALVIN,CAI,1962-02-12,M,M,alvin20@adventure-works.com,70000.0,5,Partial College,Skilled Manual,Y,ALVIN CAI
11116,MR.,CLINTON,CARLSON,1962-10-07,M,M,clinton14@adventure-works.com,70000.0,5,Partial College,Skilled Manual,Y,CLINTON CARLSON
11117,MRS.,APRIL,DENG,1961-02-21,M,F,april1@adventure-works.com,70000.0,5,Partial College,Skilled Manual,Y,APRIL DENG
11118,MR.,ALVIN,ZENG,1957-07-03,S,M,alvin21@adventure-works.com,80000.0,1,Partial College,Skilled Manual,N,ALVIN ZENG
11119,MR.,EVAN,JAMES,1935-04-10,S,M,evan8@adventure-works.com,30000.0,2,Partial College,Clerical,N,EVAN JAMES
11121,MR.,ORLANDO,SUAREZ,1960-11-18,M,M,orlando19@adventure-works.com,70000.0,5,Partial College,Skilled Manual,Y,ORLANDO SUAREZ
11122,MR.,BYRON,VAZQUEZ,1960-04-02,M,M,byron9@adventure-works.com,70000.0,5,Partial College,Skilled Manual,Y,BYRON VAZQUEZ
11123,MR.,PHILIP,ALVAREZ,1960-06-20,M,M,philip4@adventure-works.com,70000.0,5,Partial College,Skilled Manual,Y,PHILIP ALVAREZ
11124,MR.,ROSS,JORDAN,1957-07-27,S,M,ross1@adventure-works.com,80000.0,1,Partial College,Skilled Manual,Y,ROSS JORDAN
11125,MRS.,DANA,NAVARRO,1956-04-08,S,F,dana2@adventure-works.com,70000.0,1,Partial College,Skilled Manual,Y,DANA NAVARRO
11126,MR.,SHAUN,CARSON,1949-04-07,M,M,shaun16@adventure-works.com,10000.0,2,High School,Skilled Manual,N,SHAUN CARSON
11127,MS.,JAN,EDWARDS,1975-10-21,M,F,jan11@adventure-works.com,40000.0,0,High School,Skilled Manual,Y,JAN EDWARDS
11128,MS.,SAMANTHA,LONG,1975-12-05,M,F,samantha35@adventure-works.com,40000.0,0,High School,Skilled Manual,Y,SAMANTHA LONG
11129,MS.,JULIA,WRIGHT,1975-08-05,S,F,julia17@adventure-works.com,40000.0,0,High School,Skilled Manual,Y,JULIA WRIGHT
11130,MS.,CAROLINE,RUSSELL,1980-01-06,M,F,caroline21@adventure-works.com,30000.0,0,High School,Skilled Manual,Y,CAROLINE RUSSELL
11131,MS.,AMANDA,RIVERA,1980-03-12,M,F,amanda7@adventure-works.com,30000.0,0,High School,Skilled Manual,N,AMANDA RIVERA
11132,MS.,MELISSA,RICHARDSON,1980-10-26,S,F,melissa31@adventure-works.com,30000.0,0,High School,Skilled Manual,N,MELISSA RICHARDSON
11133,MS.,ANGELA,GRIFFIN,1980-09-08,S,F,angela23@adventure-works.com,30000.0,0,Partial High School,Clerical,N,ANGELA GRIFFIN
11134,MR.,LARRY,TOWNSEND,1946-02-26,S,M,larry14@adventure-works.com,10000.0,5,High School,Skilled Manual,Y,LARRY TOWNSEND
11135,MR.,MARCUS,HARRIS,1979-11-03,S,M,marcus14@adventure-works.com,30000.0,0,Partial High School,Clerical,N,MARCUS HARRIS
11136,MS.,BRIANNA,MORGAN,1978-10-26,S,F,brianna30@adventure-works.com,40000.0,0,High School,Skilled Manual,N,BRIANNA MORGAN
11137,MS.,JASMINE,TAYLOR,1978-07-20,M,F,jasmine7@adventure-works.com,40000.0,0,High School,Skilled Manual,Y,JASMINE TAYLOR
11138,MS.,LAUREN,DAVIS,1978-09-15,M,F,lauren23@adventure-works.com,40000.0,0,High School,Skilled Manual,N,LAUREN DAVIS
11139,MRS.,TANYA,MORENO,1938-11-09,S,F,tanya2@adventure-works.com,30000.0,2,Partial College,Clerical,N,TANYA MORENO
11140,MR.,JAVIER,ALVAREZ,1977-02-11,S,M,javier1@adventure-works.com,30000.0,0,Partial High School,Clerical,N,JAVIER ALVAREZ
11141,MS.,NICOLE,RAMIREZ,1977-06-21,M,F,nicole42@adventure-works.com,40000.0,0,High School,Skilled Manual,N,NICOLE RAMIREZ
11142,MR.,EDUARDO,PATTERSON,1977-08-14,S,M,eduardo55@adventure-works.com,40000.0,0,High School,Skilled Manual,N,EDUARDO PATTERSON
11143,MR.,JONATHAN,HENDERSON,1977-02-04,M,M,jonathan4@adventure-works.com,40000.0,0,High School,Skilled Manual,Y,JONATHAN HENDERSON
11144,MR.,EDWARD,HERNANDEZ,1979-09-09,S,M,edward48@adventure-works.com,40000.0,0,High School,Skilled Manual,N,EDWARD HERNANDEZ
11145,MS.,JASMINE,COLEMAN,1979-12-08,S,F,jasmine46@adventure-works.com,40000.0,0,High School,Skilled Manual,N,JASMINE COLEMAN
11146,MRS.,KARLA,GOEL,1939-08-26,S,F,karla20@adventure-works.com,40000.0,2,Bachelors,Management,Y,KARLA GOEL
11147,MR.,ERNEST,WU,1939-02-05,M,M,ernest6@adventure-works.com,60000.0,2,Graduate Degree,Management,Y,ERNEST WU
11148,MR.,ROSS,VAZQUEZ,1941-08-16,M,M,ross32@adventure-works.com,40000.0,2,Bachelors,Management,Y,ROSS VAZQUEZ
11149,MR.,THEODORE,GILL,1941-04-20,M,M,theodore14@adventure-works.com,40000.0,2,Bachelors,Management,Y,THEODORE GILL
11150,MR.,RUSSELL,SHEN,1941-03-15,S,M,russell6@adventure-works.com,40000.0,2,Bachelors,Management,Y,RUSSELL SHEN
11151,MRS.,MELINDA,GILL,1942-02-25,S,F,melinda9@adventure-works.com,60000.0,2,Graduate Degree,Management,N,MELINDA GILL
11152,MR.,JAMES,WILLIAMS,1976-01-10,S,M,james77@adventure-works.com,40000.0,0,High School,Skilled Manual,Y,JAMES WILLIAMS
11153,MS.,ANGELA,JAMES,1976-06-23,M,F,angela34@adventure-works.com,40000.0,0,High School,Skilled Manual,Y,ANGELA JAMES
11154,MS.,MEGAN,WALKER,1976-08-21,S,F,megan25@adventure-works.com,40000.0,0,Partial College,Skilled Manual,Y,MEGAN WALKER
11155,MR.,HUNTER,ROBINSON,1976-01-26,S,M,hunter50@adventure-works.com,40000.0,0,Partial College,Skilled Manual,N,HUNTER ROBINSON
11156,MS.,MARIA,ROBERTS,1976-02-07,S,F,maria47@adventure-works.com,40000.0,0,Partial College,Skilled Manual,N,MARIA ROBERTS
11157,MS.,HANNAH,LONG,1975-06-11,M,F,hannah32@adventure-works.com,40000.0,0,High School,Skilled Manual,Y,HANNAH LONG
11158,MR.,JASON,WRIGHT,1975-10-08,S,M,jason46@adventure-works.com,40000.0,0,High School,Skilled Manual,Y,JASON WRIGHT
11159,MS.,BRIANNA,HUGHES,1975-09-17,S,F,brianna57@adventure-works.com,40000.0,0,High School,Skilled Manual,N,BRIANNA HUGHES
11160,MR.,MAURICE,TANG,1974-01-08,S,M,maurice4@adventure-works.com,40000.0,0,Partial College,Skilled Manual,N,MAURICE TANG
11161,MS.,EMILY,WOOD,1974-04-22,S,F,emily27@adventure-works.com,40000.0,0,Partial College,Skilled Manual,N,EMILY WOOD
11162,MR.,CHASE,COX,1974-03-05,S,M,chase10@adventure-works.com,40000.0,0,Partial College,Skilled Manual,Y,CHASE COX
11163,MR.,GABRIEL,WANG,1974-12-20,M,M,gabriel21@adventure-works.com,40000.0,0,Partial College,Skilled Manual,Y,GABRIEL WANG
11164,MR.,DEVIN,BROOKS,1974-05-05,S,M,devin63@adventure-works.com,40000.0,0,Partial College,Skilled Manual,N,DEVIN BROOKS
11165,MS.,JOCELYN,ALEXANDER,1973-07-18,M,F,jocelyn18@adventure-works.com,60000.0,0,Partial College,Skilled Manual,N,JOCELYN ALEXANDER
11166,MS.,ASHLEY,MARTINEZ,1972-04-24,S,F,ashley18@adventure-works.com,70000.0,0,Partial College,Skilled Manual,N,ASHLEY MARTINEZ
11167,MS.,JASMINE,BARNES,1972-08-01,S,F,jasmine43@adventure-works.com,80000.0,0,Bachelors,Management,N,JASMINE BARNES
11168,MR.,DAVID,RODRIGUEZ,1968-05-15,S,M,david83@adventure-works.com,80000.0,0,Bachelors,Management,N,DAVID RODRIGUEZ
11169,MR.,BRYCE,RICHARDSON,1968-06-22,M,M,bryce8@adventure-works.com,90000.0,4,Bachelors,Management,Y,BRYCE RICHARDSON
11170,MRS.,CAROL,HOWARD,1968-02-05,M,F,carol5@adventure-works.com,90000.0,4,Bachelors,Management,Y,CAROL HOWARD
11171,MR.,JONATHAN,HILL,1967-10-09,S,M,jonathan43@adventure-works.com,100000.0,1,Bachelors,Management,Y,JONATHAN HILL
11172,MRS.,GABRIELLE,ADAMS,1967-11-21,M,F,gabrielle58@adventure-works.com,100000.0,1,Bachelors,Management,Y,GABRIELLE ADAMS
11173,MS.,SARAH,THOMAS,1967-09-01,S,F,sarah13@adventure-works.com,110000.0,0,Graduate Degree,Management,N,SARAH THOMAS
11174,MR.,NICHOLAS,ROBINSON,1967-07-13,M,M,nicholas19@adventure-works.com,110000.0,0,Graduate Degree,Management,Y,NICHOLAS ROBINSON
11175,MR.,LUIS,WANG,1963-03-05,S,M,luis24@adventure-works.com,70000.0,0,Partial College,Skilled Manual,Y,LUIS WANG
11176,MR.,MASON,ROBERTS,1968-01-25,M,M,mason25@adventure-works.com,90000.0,4,Bachelors,Management,Y,MASON ROBERTS
11177,MR.,JOSE,FLORES,1942-07-04,M,M,jose6@adventure-works.com,110000.0,2,Graduate Degree,Management,Y,JOSE FLORES
11178,MR.,NATHAN,JOHNSON,1943-08-24,M,M,nathan55@adventure-works.com,100000.0,2,Graduate Degree,Management,Y,NATHAN JOHNSON
11179,MRS.,MOLLY,RODRIGUEZ,1943-06-14,M,F,molly18@adventure-works.com,120000.0,2,Graduate Degree,Management,Y,MOLLY RODRIGUEZ
11180,MRS.,APRIL,ANAND,1943-01-02,M,F,april18@adventure-works.com,160000.0,1,Bachelors,Management,Y,APRIL ANAND
11181,MR.,DEVIN,MARTIN,1943-08-08,M,M,devin13@adventure-works.com,170000.0,2,Graduate Degree,Management,Y,DEVIN MARTIN
11182,MRS.,STEPHANIE,TORRES,1944-08-25,S,F,stephanie19@adventure-works.com,70000.0,4,Bachelors,Management,Y,STEPHANIE TORRES
11183,MRS.,JASMINE,LEE,1944-07-15,S,F,jasmine19@adventure-works.com,70000.0,4,Bachelors,Management,Y,JASMINE LEE
11184,MRS.,MEGHAN,HERNANDEZ,1944-11-16,S,F,meghan3@adventure-works.com,70000.0,4,Bachelors,Management,Y,MEGHAN HERNANDEZ
11185,MRS.,ASHLEY,HENDERSON,1944-10-08,S,F,ashley31@adventure-works.com,70000.0,4,Bachelors,Management,Y,ASHLEY HENDERSON
11186,MRS.,SARAH,PRICE,1944-05-21,S,F,sarah25@adventure-works.com,70000.0,4,Bachelors,Management,Y,SARAH PRICE
11187,MRS.,JENNIFER,COOPER,1944-02-22,M,F,jennifer63@adventure-works.com,60000.0,4,Graduate Degree,Management,Y,JENNIFER COOPER
11188,MRS.,CATHERINE,MORRIS,1944-09-06,M,F,catherine16@adventure-works.com,60000.0,4,Graduate Degree,Management,N,CATHERINE MORRIS
11190,MR.,CARSON,BRYANT,1944-06-22,M,M,carson17@adventure-works.com,70000.0,5,Bachelors,Management,Y,CARSON BRYANT
